" Date","Type"," Amount"
"5/6/2023","Deposit","2532.77"
"2/14/2023","Withdrawal","52.08"
"1/2/2023","Withdrawal","4320.83"
"6/11/2023","Withdrawal","1314.14"
"7/16/2023","Transfer","4614.51"
"7/13/2023","Withdrawal","3392.01"
"11/14/2023","Withdrawal","2747.76"
"2/16/2023","Withdrawal","4033.21"
"8/14/2023","Transfer","4966.35"
"1/2/2023","Withdrawal","1263.53"
"7/31/2023","Withdrawal","1781.93"
"8/3/2023","Deposit","2427.28"
"10/20/2023","Transfer","2701.99"
"3/21/2023","Withdrawal","2769.32"
"4/29/2023","Withdrawal","2749.37"
"3/27/2023","Withdrawal","4142.93"
"11/15/2023","Deposit","2028.96"
"2/25/2023","Deposit","64.75"
"3/4/2023","Deposit","4379.71"
"1/8/2023","Withdrawal","3314.64"
"7/2/2023","Transfer","955.51"
"8/23/2023","Transfer","157.71"
"3/31/2023","Deposit","1585.74"
"4/14/2023","Withdrawal","630.99"
"10/6/2023","Transfer","4485.16"
"12/7/2023","Withdrawal","1396.55"
"9/7/2023","Deposit","3531.27"
"5/8/2023","Deposit","3293.37"
"12/26/2023","Withdrawal","3572.73"
"6/29/2023","Transfer","2654.91"
"4/3/2023","Transfer","3651.11"
"7/1/2023","Deposit","2566.84"
"7/31/2023","Withdrawal","1894.26"
"7/23/2023","Deposit","4293.62"
"2/6/2023","Transfer","2299.04"
"8/6/2023","Withdrawal","2844.51"
"5/26/2023","Withdrawal","2330.38"
"2/28/2023","Deposit","3879.74"
"5/9/2023","Withdrawal","2703.37"
"5/21/2023","Withdrawal","2359.19"
"2/2/2023","Withdrawal","1296.55"
"1/22/2023","Withdrawal","4558.59"
"7/24/2023","Deposit","4317.22"
"3/13/2023","Withdrawal","2163.15"
"6/30/2023","Transfer","3302"
"7/7/2023","Deposit","2545.48"
"2/19/2023","Withdrawal","889.16"
"11/18/2023","Deposit","1886.39"
"3/24/2023","Transfer","4267.56"
"1/24/2023","Withdrawal","3989.22"
"3/10/2023","Withdrawal","521.43"
"1/8/2023","Deposit","385.85"
"9/6/2023","Deposit","4269.05"
"4/9/2023","Deposit","4497.55"
"11/18/2023","Deposit","1478.22"
"7/17/2023","Deposit","1752.94"
"11/11/2023","Withdrawal","1685.66"
"7/27/2023","Deposit","643.57"
"10/30/2023","Deposit","3727.6"
"7/11/2023","Deposit","1856.73"
"1/26/2023","Transfer","4182.77"
"5/28/2023","Withdrawal","4393.81"
"12/15/2023","Deposit","4564.84"
"1/4/2023","Withdrawal","4091.53"
"3/6/2023","Withdrawal","3946.66"
"8/5/2023","Deposit","2252.94"
"10/18/2023","Transfer","144.47"
"4/27/2023","Transfer","569.19"
"3/26/2023","Withdrawal","2659.07"
"11/4/2023","Deposit","1806.53"
"10/6/2023","Withdrawal","4147.12"
"10/3/2023","Withdrawal","2820.07"
"12/12/2023","Deposit","503.18"
"10/10/2023","Transfer","2397.87"
"6/18/2023","Withdrawal","4111.6"
"1/26/2023","Withdrawal","4316.77"
"12/30/2023","Withdrawal","838.63"
"2/9/2023","Withdrawal","510.5"
"7/27/2023","Withdrawal","1941.08"
"12/29/2023","Deposit","336.92"
"3/25/2023","Transfer","3634.53"
"8/26/2023","Deposit","2243.19"
"12/10/2023","Deposit","999.13"
"7/13/2023","Deposit","521.32"
"11/25/2023","Transfer","4637.49"
"12/4/2023","Deposit","224.87"
"12/28/2023","Transfer","498.41"
"12/16/2023","Withdrawal","1178.84"
"9/16/2023","Withdrawal","482.41"
"7/11/2023","Deposit","3224.98"
"10/12/2023","Withdrawal","1098.91"
"7/1/2023","Withdrawal","2404.85"
"1/7/2023","Withdrawal","4302.61"
"6/2/2023","Deposit","4125.61"
"10/26/2023","Deposit","739.76"
"9/19/2023","Transfer","452.77"
"3/20/2023","Withdrawal","3324.61"
"2/9/2023","Deposit","1059.42"
"7/8/2023","Withdrawal","3909.45"
"10/4/2023","Deposit","2178.1"
"9/7/2023","Transfer","781.05"
"11/10/2023","Transfer","4871.34"
"4/19/2023","Deposit","287.51"
"4/6/2023","Withdrawal","630.23"
"2/1/2023","Transfer","4062.06"
"9/25/2023","Deposit","2268.9"
"8/24/2023","Transfer","4690.88"
"1/20/2023","Deposit","573.81"
"7/24/2023","Transfer","793.35"
"8/26/2023","Deposit","19.1"
"1/21/2023","Transfer","1093.41"
"10/28/2023","Transfer","3289.73"
"8/5/2023","Deposit","3619.42"
"5/1/2023","Transfer","2155.4"
"10/23/2023","Deposit","1294.22"
"12/16/2023","Transfer","3584.49"
"12/17/2023","Transfer","871.32"
"9/19/2023","Deposit","3837.76"
"9/12/2023","Transfer","3935.08"
"1/11/2023","Transfer","2210.96"
"3/5/2023","Deposit","976.1"
"5/2/2023","Withdrawal","3153.07"
"7/6/2023","Deposit","4268.74"
"7/19/2023","Withdrawal","2652.24"
"2/24/2023","Transfer","2310.73"
"10/22/2023","Withdrawal","4896.33"
"2/24/2023","Withdrawal","2691.75"
"11/28/2023","Deposit","180.74"
"5/11/2023","Withdrawal","2515.23"
"3/21/2023","Withdrawal","2231.9"
"5/8/2023","Transfer","1467.6"
"8/7/2023","Deposit","1593.59"
"9/29/2023","Deposit","4654.82"
"9/18/2023","Withdrawal","676.65"
"9/8/2023","Transfer","3822.55"
"10/23/2023","Deposit","4513.07"
"11/19/2023","Transfer","1304.83"
"8/15/2023","Withdrawal","343.4"
"6/22/2023","Withdrawal","1542.66"
"9/10/2023","Deposit","2170.08"
"1/24/2023","Withdrawal","4757.61"
"10/12/2023","Transfer","2156.4"
"5/6/2023","Transfer","469.36"
"9/13/2023","Withdrawal","742.97"
"10/16/2023","Withdrawal","1770.14"
"6/28/2023","Transfer","929.1"
"3/21/2023","Withdrawal","312.23"
"4/7/2023","Withdrawal","884.55"
"7/21/2023","Withdrawal","536.4"
"1/30/2023","Transfer","1021.46"
"3/2/2023","Withdrawal","4982.31"
"6/12/2023","Transfer","2232.59"
"9/20/2023","Deposit","3296.41"
"5/23/2023","Withdrawal","834.76"
"12/18/2023","Withdrawal","4247.97"
"3/7/2023","Withdrawal","1341.86"
"8/12/2023","Deposit","4912.63"
"8/8/2023","Withdrawal","4185.17"
"12/7/2023","Transfer","4754.85"
"9/30/2023","Withdrawal","3344.83"
"1/19/2023","Transfer","3293.88"
"9/27/2023","Transfer","4207.07"
"2/18/2023","Transfer","3579.66"
"11/3/2023","Transfer","3034.88"
"2/3/2023","Transfer","1797.76"
"8/28/2023","Withdrawal","1122.11"
"3/25/2023","Withdrawal","3913.4"
"6/25/2023","Withdrawal","1936.39"
"11/19/2023","Transfer","315.41"
"11/10/2023","Deposit","2403.31"
"11/30/2023","Withdrawal","3290.98"
"5/29/2023","Withdrawal","124.96"
"10/10/2023","Withdrawal","3528.55"
"6/6/2023","Transfer","1131.17"
"8/20/2023","Withdrawal","1119.56"
"7/26/2023","Transfer","2818.78"
"6/21/2023","Withdrawal","1693.1"
"6/15/2023","Withdrawal","2258.41"
"9/28/2023","Transfer","2570.08"
"1/15/2023","Transfer","4605.91"
"2/1/2023","Withdrawal","1032.45"
"2/9/2023","Transfer","2326.89"
"3/17/2023","Transfer","3932.08"
"7/31/2023","Transfer","1033.78"
"4/1/2023","Deposit","421.08"
"9/15/2023","Transfer","98.64"
"8/21/2023","Transfer","527.63"
"1/22/2023","Deposit","1380.21"
"6/3/2023","Transfer","2052.19"
"5/16/2023","Deposit","2972.93"
"10/19/2023","Withdrawal","1008.45"
"4/11/2023","Withdrawal","1355.78"
"3/22/2023","Withdrawal","3498.41"
"5/1/2023","Transfer","4545.95"
"5/15/2023","Deposit","686.22"
"8/7/2023","Withdrawal","2367.85"
"8/22/2023","Transfer","1484.14"
"8/6/2023","Withdrawal","2644.57"
"12/5/2023","Withdrawal","604.46"
"9/22/2023","Withdrawal","1362.48"
"8/23/2023","Transfer","3547.22"
"2/28/2023","Deposit","4098.36"
"3/6/2023","Deposit","3112.01"
"9/3/2023","Deposit","4722.85"
"5/29/2023","Deposit","3267.97"
"6/26/2023","Transfer","3735.5"
"2/2/2023","Transfer","1793.56"
"5/25/2023","Transfer","857.64"
"9/26/2023","Withdrawal","3292.81"
"8/29/2023","Deposit","4596.24"
"10/26/2023","Transfer","4909.69"
"4/23/2023","Withdrawal","2255.73"
"11/25/2023","Withdrawal","2703.14"
"11/17/2023","Withdrawal","1562.96"
"2/9/2023","Deposit","3365.85"
"6/11/2023","Transfer","3828.45"
"2/5/2023","Withdrawal","215.57"
"12/31/2023","Transfer","4234.68"
"7/25/2023","Withdrawal","2573.85"
"8/23/2023","Withdrawal","2902.78"
"4/17/2023","Transfer","1039.07"
"3/26/2023","Withdrawal","61.4"
"4/2/2023","Withdrawal","4761.49"
"8/12/2023","Withdrawal","4642.72"
"2/9/2023","Deposit","3873.96"
"4/3/2023","Withdrawal","2373.25"
"9/29/2023","Deposit","1594.93"
"12/19/2023","Deposit","788.83"
"11/2/2023","Transfer","413.79"
"8/22/2023","Deposit","2291.95"
"2/12/2023","Withdrawal","3963.31"
"12/9/2023","Deposit","3632.35"
"5/13/2023","Transfer","3782.11"
"3/6/2023","Transfer","602.06"
"12/17/2023","Withdrawal","4315.12"
"3/23/2023","Deposit","4021.82"
"5/29/2023","Deposit","479.5"
"3/12/2023","Transfer","1789.1"
"11/17/2023","Transfer","1882.37"
"10/6/2023","Transfer","3678.21"
"4/1/2023","Transfer","4303.81"
"9/12/2023","Transfer","1884.87"
"6/11/2023","Deposit","662.89"
"11/9/2023","Deposit","421.98"
"9/29/2023","Deposit","3197.82"
"12/26/2023","Withdrawal","2494.91"
"12/6/2023","Withdrawal","4511.22"
"6/25/2023","Withdrawal","4768.11"
"10/8/2023","Deposit","4491.31"
"7/15/2023","Deposit","387.41"
"6/9/2023","Withdrawal","1428.48"
"10/28/2023","Deposit","1201.65"
"4/2/2023","Transfer","352.63"
"6/17/2023","Withdrawal","4592.18"
"5/21/2023","Deposit","4474.98"
"9/18/2023","Transfer","1959.93"
"5/25/2023","Withdrawal","4793.96"
"8/27/2023","Deposit","2821.09"
"3/12/2023","Deposit","2175.82"
"7/6/2023","Transfer","2752.75"
"2/4/2023","Withdrawal","2116.06"
"7/3/2023","Deposit","1466.52"
"5/24/2023","Transfer","913.7"
"11/4/2023","Deposit","2308.52"
"6/4/2023","Deposit","2658.58"
"7/9/2023","Withdrawal","4109.89"
"9/19/2023","Withdrawal","2372.16"
"4/13/2023","Deposit","4148.76"
"10/7/2023","Deposit","4773.71"
"8/31/2023","Withdrawal","3610.22"
"3/28/2023","Deposit","607.38"
"5/13/2023","Deposit","2311.71"
"7/18/2023","Deposit","4284.98"
"3/27/2023","Transfer","2463.29"
"4/3/2023","Transfer","4055.53"
"6/30/2023","Withdrawal","3881.71"
"6/8/2023","Deposit","807.63"
"2/4/2023","Deposit","1654.15"
"4/8/2023","Transfer","3821.92"
"5/27/2023","Withdrawal","804.3"
"2/3/2023","Withdrawal","2119.72"
"7/30/2023","Deposit","695.41"
"6/18/2023","Deposit","1186.16"
"5/2/2023","Transfer","1435.25"
"11/5/2023","Transfer","2656.02"
"7/27/2023","Withdrawal","4560.4"
"5/6/2023","Transfer","1933.93"
"7/11/2023","Transfer","4251.33"
"3/3/2023","Withdrawal","3478.94"
"2/24/2023","Withdrawal","3904.46"
"12/14/2023","Withdrawal","3813.41"
"1/11/2023","Deposit","1517.57"
"8/28/2023","Deposit","1188.89"
"11/4/2023","Transfer","4888.14"
"8/12/2023","Transfer","3691.76"
"1/26/2023","Transfer","1835.23"
"11/26/2023","Deposit","2776.37"
"12/9/2023","Deposit","3881.6"
"2/17/2023","Withdrawal","288.28"
"10/28/2023","Withdrawal","504.17"
"10/16/2023","Deposit","135.15"
"3/19/2023","Deposit","828.69"
"1/9/2023","Deposit","605.58"
"11/30/2023","Transfer","2320.63"
"8/16/2023","Withdrawal","1443.13"
"9/4/2023","Transfer","237.49"
"4/15/2023","Withdrawal","2252.72"
"1/2/2023","Deposit","2897.1"
"9/27/2023","Transfer","1857.45"
"6/13/2023","Withdrawal","1309.14"
"2/4/2023","Transfer","1958.37"
"3/5/2023","Deposit","2604.29"
"4/16/2023","Withdrawal","2185.78"
"9/1/2023","Deposit","475.44"
"12/19/2023","Withdrawal","2289.62"
"1/9/2023","Transfer","3604.46"
"7/24/2023","Withdrawal","4101.79"
"2/12/2023","Transfer","2203.3"
"9/23/2023","Deposit","4969.03"
"7/4/2023","Deposit","4215.86"
"2/2/2023","Withdrawal","1084.77"
"2/23/2023","Deposit","2289.28"
"8/20/2023","Withdrawal","1484.37"
"9/26/2023","Transfer","2755.7"
"6/1/2023","Withdrawal","1128.35"
"3/3/2023","Withdrawal","185.79"
"6/17/2023","Withdrawal","4522.87"
"11/11/2023","Deposit","2603.61"
"11/8/2023","Transfer","4575.66"
"3/5/2023","Withdrawal","599.58"
"3/1/2023","Transfer","765.9"
"10/6/2023","Deposit","1140.16"
"6/4/2023","Withdrawal","2291.02"
"4/18/2023","Withdrawal","4401.21"
"11/13/2023","Transfer","3255.56"
"10/27/2023","Transfer","284.47"
"2/26/2023","Transfer","2041.91"
"2/12/2023","Withdrawal","3619.04"
"11/14/2023","Withdrawal","1618.71"
"12/15/2023","Transfer","2467.88"
"4/22/2023","Transfer","3560.04"
"11/26/2023","Transfer","4825.28"
"8/11/2023","Deposit","1672.74"
"7/14/2023","Withdrawal","3724.44"
"6/30/2023","Transfer","3739.54"
"6/20/2023","Deposit","2718.08"
"12/26/2023","Withdrawal","4068.69"
"9/14/2023","Deposit","2685.22"
"2/18/2023","Transfer","3128.75"
"2/17/2023","Deposit","4187.74"
"8/15/2023","Deposit","2386.57"
"7/26/2023","Transfer","2395"
"8/14/2023","Transfer","2959.28"
"6/30/2023","Withdrawal","4022.93"
"1/11/2023","Deposit","644.66"
"11/13/2023","Transfer","3858.37"
"5/1/2023","Transfer","1480.85"
"3/29/2023","Transfer","364.46"
"4/11/2023","Withdrawal","3962.96"
"4/9/2023","Deposit","734.26"
"1/22/2023","Transfer","1074.18"
"4/14/2023","Deposit","3533.78"
"3/12/2023","Transfer","2826.97"
"10/13/2023","Transfer","4603.28"
"11/12/2023","Deposit","4772.13"
"2/24/2023","Deposit","1576.67"
"5/7/2023","Withdrawal","1627.75"
"2/8/2023","Withdrawal","1056.61"
"5/19/2023","Deposit","2592.91"
"5/12/2023","Transfer","1896.16"
"8/24/2023","Withdrawal","83.12"
"6/10/2023","Deposit","1980.83"
"2/14/2023","Withdrawal","317.89"
"6/14/2023","Deposit","3997.23"
"12/6/2023","Transfer","4645.18"
"8/14/2023","Withdrawal","1486.16"
"5/29/2023","Withdrawal","3257.06"
"11/10/2023","Withdrawal","451.72"
"11/3/2023","Withdrawal","1823.98"
"11/23/2023","Deposit","2883.81"
"5/24/2023","Deposit","529.82"
"8/12/2023","Withdrawal","1891.93"
"6/27/2023","Transfer","4776.65"
"11/27/2023","Deposit","838.75"
"6/25/2023","Deposit","3104.95"
"1/29/2023","Transfer","4168.41"
"10/25/2023","Withdrawal","3858.14"
"4/8/2023","Withdrawal","3859.2"
"7/6/2023","Deposit","305.02"
"11/26/2023","Transfer","4868.27"
"8/12/2023","Transfer","3638.45"
"4/18/2023","Deposit","4772.16"
"3/25/2023","Withdrawal","4896.5"
"9/15/2023","Withdrawal","1791.44"
"5/16/2023","Transfer","2721.48"
"4/24/2023","Transfer","3650.03"
"10/24/2023","Transfer","4246.93"
"5/8/2023","Transfer","4855.03"
"3/30/2023","Transfer","4872.54"
"5/19/2023","Transfer","1645.49"
"1/24/2023","Transfer","3405.59"
"2/4/2023","Transfer","743.19"
"5/13/2023","Transfer","4054.52"
"4/16/2023","Deposit","805.91"
"9/27/2023","Withdrawal","4454.49"
"10/1/2023","Deposit","4895.71"
"4/14/2023","Deposit","440.88"
"6/23/2023","Transfer","2566.67"
"8/13/2023","Transfer","1331.01"
"3/9/2023","Transfer","2355.47"
"2/26/2023","Deposit","1475.94"
"2/9/2023","Transfer","337.58"
"8/1/2023","Transfer","1976.7"
"6/22/2023","Withdrawal","1030.8"
"4/22/2023","Transfer","2750.96"
"11/14/2023","Withdrawal","3405.98"
"10/6/2023","Deposit","2032.48"
"8/4/2023","Withdrawal","1026.16"
"7/20/2023","Transfer","966.61"
"3/24/2023","Transfer","21.91"
"8/7/2023","Withdrawal","3514.9"
"4/14/2023","Withdrawal","1273.1"
"2/20/2023","Transfer","4853.99"
"9/14/2023","Withdrawal","3737.82"
"3/18/2023","Withdrawal","1483.94"
"1/4/2023","Transfer","803.14"
"11/7/2023","Deposit","3125.48"
"3/30/2023","Deposit","4324.14"
"5/18/2023","Transfer","2925.77"
"9/7/2023","Withdrawal","64.76"
"12/29/2023","Deposit","3933.62"
"1/30/2023","Withdrawal","4821.47"
"8/12/2023","Transfer","246.89"
"6/7/2023","Withdrawal","4047.56"
"1/5/2023","Deposit","3597.79"
"9/28/2023","Withdrawal","1993.51"
"2/17/2023","Deposit","3174.02"
"12/19/2023","Withdrawal","802.44"
"7/23/2023","Deposit","3603.27"
"10/8/2023","Withdrawal","2910.4"
"10/2/2023","Deposit","442.05"
"2/28/2023","Deposit","4342.51"
"6/30/2023","Transfer","650.53"
"6/16/2023","Withdrawal","2197.14"
"9/18/2023","Deposit","664.56"
"8/1/2023","Withdrawal","3234.15"
"4/10/2023","Withdrawal","3691.9"
"1/19/2023","Transfer","4736.69"
"11/20/2023","Deposit","1270.49"
"1/24/2023","Deposit","1837.82"
"3/31/2023","Withdrawal","1939.72"
"5/27/2023","Transfer","494.04"
"11/11/2023","Deposit","4041.46"
"11/13/2023","Deposit","422.72"
"2/1/2023","Withdrawal","1699.34"
"12/28/2023","Deposit","960.02"
"2/14/2023","Withdrawal","3325.25"
"8/20/2023","Deposit","4528.79"
"5/10/2023","Deposit","3734.96"
"8/13/2023","Transfer","3874.85"
"10/28/2023","Deposit","401.73"
"6/10/2023","Deposit","3697.42"
"10/6/2023","Transfer","322.03"
"8/14/2023","Deposit","2426.19"
"4/16/2023","Withdrawal","3462.8"
"3/10/2023","Withdrawal","1281.13"
"7/27/2023","Transfer","3416.02"
"7/18/2023","Deposit","4403.85"
"5/17/2023","Transfer","4391.05"
"9/1/2023","Transfer","968.6"
"12/27/2023","Deposit","1379.83"
"3/29/2023","Deposit","3333.53"
"2/18/2023","Deposit","4208.16"
"1/26/2023","Transfer","2281.54"
"8/12/2023","Transfer","4611.78"
"10/10/2023","Transfer","2877.33"
"6/18/2023","Deposit","1317.12"
"12/5/2023","Transfer","109.63"
"7/30/2023","Transfer","4038.72"
"4/17/2023","Deposit","473.09"
"12/9/2023","Deposit","401.43"
"11/18/2023","Transfer","3887.9"
"11/13/2023","Withdrawal","167.93"
"11/19/2023","Transfer","4215.37"
"11/18/2023","Withdrawal","2997.64"
"7/24/2023","Transfer","3186.36"
"8/12/2023","Withdrawal","4690.87"
"2/12/2023","Deposit","4334.79"
"4/17/2023","Deposit","389.22"
"3/3/2023","Transfer","4266.4"
"1/13/2023","Deposit","3339.05"
"3/24/2023","Transfer","1590.7"
"10/7/2023","Transfer","4268.27"
"12/19/2023","Deposit","126.26"
"3/18/2023","Withdrawal","4189.34"
"4/5/2023","Transfer","3104.75"
"6/15/2023","Withdrawal","1313.23"
"1/8/2023","Withdrawal","39.73"
"11/10/2023","Deposit","2611.41"
"6/7/2023","Transfer","2117.06"
"1/19/2023","Deposit","4314.11"
"10/13/2023","Transfer","3941.7"
"2/24/2023","Withdrawal","2952.39"
"6/23/2023","Transfer","762.74"
"6/15/2023","Withdrawal","3633.36"
"9/30/2023","Deposit","2972.18"
"12/20/2023","Deposit","122.49"
"2/6/2023","Deposit","3811.42"
"11/7/2023","Transfer","4160.29"
"11/21/2023","Transfer","3874.73"
"2/11/2023","Deposit","889.89"
"9/12/2023","Transfer","2517.48"
"3/6/2023","Transfer","2641.14"
"12/2/2023","Transfer","4672.43"
"4/4/2023","Withdrawal","4628.76"
"1/10/2023","Transfer","320.77"
"6/29/2023","Deposit","4995.99"
"10/7/2023","Deposit","3935.58"
"1/21/2023","Transfer","1883.9"
"6/29/2023","Withdrawal","3718.98"
"12/25/2023","Withdrawal","1889.48"
"3/20/2023","Withdrawal","4682.03"
"5/13/2023","Deposit","1896.78"
"6/13/2023","Deposit","3832.83"
"4/25/2023","Transfer","784.82"
"10/5/2023","Transfer","4263.06"
"2/21/2023","Transfer","3106.01"
"3/25/2023","Withdrawal","4039.93"
"10/11/2023","Transfer","2095.62"
"10/14/2023","Transfer","1738.11"
"11/5/2023","Transfer","2667.78"
"6/1/2023","Transfer","1947.06"
"9/11/2023","Transfer","2575.6"
"10/28/2023","Deposit","2158.93"
"5/10/2023","Deposit","991.25"
"3/4/2023","Withdrawal","4883.38"
"12/5/2023","Withdrawal","90.27"
"2/10/2023","Withdrawal","4628.98"
"3/30/2023","Deposit","4138.7"
"10/6/2023","Deposit","2110.31"
"6/27/2023","Transfer","1617.26"
"11/26/2023","Withdrawal","831.79"
"6/10/2023","Transfer","673.97"
"2/12/2023","Deposit","2759.08"
"2/24/2023","Transfer","536.08"
"2/20/2023","Transfer","2387.59"
"12/20/2023","Transfer","4075.4"
"6/14/2023","Transfer","3787.52"
"3/4/2023","Deposit","671.23"
"11/19/2023","Deposit","4805.77"
"9/6/2023","Deposit","1437.99"
"11/23/2023","Deposit","3531.4"
"4/17/2023","Withdrawal","1509.48"
"6/26/2023","Withdrawal","3090.96"
"5/9/2023","Transfer","2866.72"
"9/12/2023","Transfer","899.8"
"7/12/2023","Transfer","3266.27"
"4/4/2023","Transfer","1636.77"
"4/6/2023","Withdrawal","3059.64"
"6/26/2023","Deposit","2711.47"
"2/16/2023","Transfer","4214.84"
"5/7/2023","Withdrawal","1075.82"
"9/23/2023","Withdrawal","765.55"
"10/27/2023","Transfer","4275.94"
"8/28/2023","Transfer","2228.28"
"10/27/2023","Withdrawal","3911.4"
"8/13/2023","Withdrawal","4798.27"
"12/31/2023","Transfer","2726.19"
"1/4/2023","Deposit","1510.39"
"3/5/2023","Deposit","3973.2"
"11/6/2023","Transfer","4655.41"
"8/24/2023","Transfer","1233.29"
"9/10/2023","Deposit","3444.84"
"6/18/2023","Withdrawal","3905.11"
"1/30/2023","Transfer","142.55"
"3/12/2023","Transfer","2965.42"
"8/18/2023","Deposit","3169.5"
"12/16/2023","Transfer","3186.34"
"5/16/2023","Withdrawal","429.69"
"3/26/2023","Withdrawal","118.22"
"12/31/2023","Transfer","1475.53"
"11/23/2023","Withdrawal","1795.58"
"7/16/2023","Withdrawal","731.67"
"6/9/2023","Withdrawal","2552.84"
"7/27/2023","Transfer","1145.45"
"2/9/2023","Transfer","1694.28"
"7/9/2023","Transfer","1471.19"
"8/6/2023","Withdrawal","3862.44"
"6/4/2023","Deposit","4386.6"
"5/3/2023","Deposit","1499.38"
"8/8/2023","Deposit","1889.48"
"10/16/2023","Withdrawal","4078.21"
"11/18/2023","Deposit","3797.91"
"4/15/2023","Transfer","3546.88"
"3/20/2023","Withdrawal","3542.21"
"7/18/2023","Deposit","1492.92"
"7/31/2023","Withdrawal","4683.28"
"1/13/2023","Withdrawal","4047.88"
"12/18/2023","Transfer","1067.54"
"10/12/2023","Withdrawal","3314.14"
"11/20/2023","Transfer","782.92"
"5/18/2023","Transfer","2892.4"
"12/22/2023","Deposit","1452.6"
"3/17/2023","Deposit","535.18"
"7/5/2023","Withdrawal","3019.85"
"8/2/2023","Deposit","4422.64"
"12/21/2023","Withdrawal","712.15"
"7/5/2023","Transfer","4496.33"
"12/26/2023","Withdrawal","647.79"
"7/28/2023","Transfer","3711.97"
"3/11/2023","Transfer","4948.1"
"2/14/2023","Withdrawal","477.46"
"6/27/2023","Transfer","1071.23"
"6/25/2023","Deposit","2323.14"
"9/27/2023","Withdrawal","3690.61"
"12/19/2023","Deposit","4490.56"
"6/21/2023","Transfer","3648.26"
"9/1/2023","Transfer","3858.39"
"6/5/2023","Withdrawal","2266.16"
"7/8/2023","Transfer","1785.52"
"7/18/2023","Deposit","2543.74"
"3/16/2023","Withdrawal","3251.13"
"2/2/2023","Withdrawal","2516.69"
"7/14/2023","Deposit","3953.74"
"4/3/2023","Transfer","793.8"
"5/14/2023","Transfer","1986.98"
"7/11/2023","Withdrawal","341.88"
"4/16/2023","Deposit","3360.47"
"8/19/2023","Withdrawal","3787.59"
"10/26/2023","Withdrawal","3340.25"
"1/28/2023","Transfer","4776.22"
"11/10/2023","Withdrawal","4661.39"
"1/15/2023","Deposit","1359.38"
"6/1/2023","Deposit","1223.43"
"12/29/2023","Deposit","136.36"
"3/31/2023","Deposit","2517.82"
"7/9/2023","Transfer","4306.99"
"7/12/2023","Transfer","795.96"
"1/26/2023","Transfer","2970.97"
"4/20/2023","Transfer","3604.63"
"12/17/2023","Deposit","1844.76"
"5/9/2023","Deposit","3517.69"
"3/23/2023","Withdrawal","4188.21"
"7/28/2023","Withdrawal","62.44"
"2/15/2023","Transfer","3678.79"
"1/1/2023","Withdrawal","3003.2"
"2/20/2023","Transfer","4225.73"
"6/13/2023","Transfer","701.64"
"11/21/2023","Transfer","4037.43"
"11/21/2023","Withdrawal","714.49"
"11/18/2023","Withdrawal","2928.56"
"4/9/2023","Transfer","1361.71"
"10/13/2023","Deposit","1207.64"
"9/15/2023","Withdrawal","2498.71"
"4/10/2023","Deposit","3789.08"
"12/25/2023","Transfer","3229.66"
"1/25/2023","Transfer","4942.93"
"5/27/2023","Withdrawal","604.11"
"8/31/2023","Withdrawal","3611.58"
"3/12/2023","Withdrawal","286.8"
"12/26/2023","Transfer","1793.69"
"1/14/2023","Deposit","1724.07"
"10/16/2023","Deposit","1288.5"
"10/20/2023","Withdrawal","2666.69"
"12/29/2023","Withdrawal","1225.73"
"10/13/2023","Withdrawal","1844.18"
"7/25/2023","Deposit","4298.88"
"9/26/2023","Withdrawal","1625.35"
"12/4/2023","Withdrawal","4929.94"
"10/21/2023","Transfer","1387.46"
"3/14/2023","Withdrawal","4515.99"
"3/28/2023","Transfer","2162.07"
"12/17/2023","Deposit","4538.57"
"11/18/2023","Withdrawal","2139.7"
"6/15/2023","Deposit","3854.1"
"10/24/2023","Deposit","2005.99"
"8/19/2023","Deposit","3108.31"
"7/11/2023","Deposit","266.93"
"2/25/2023","Deposit","2999.01"
"8/3/2023","Transfer","1586.59"
"11/1/2023","Transfer","4981.47"
"7/6/2023","Deposit","4055"
"4/6/2023","Deposit","407.07"
"9/2/2023","Withdrawal","999.36"
"6/16/2023","Deposit","3084.21"
"11/7/2023","Transfer","1509.14"
"9/16/2023","Transfer","1072.39"
"5/16/2023","Transfer","1784.91"
"7/26/2023","Transfer","539.97"
"9/6/2023","Deposit","2776.82"
"9/11/2023","Transfer","1422.21"
"11/25/2023","Transfer","4336.38"
"1/16/2023","Transfer","173.44"
"10/9/2023","Withdrawal","1761.2"
"6/9/2023","Deposit","2752.51"
"12/4/2023","Transfer","1183.47"
"9/21/2023","Transfer","296.19"
"12/25/2023","Deposit","371.55"
"3/1/2023","Transfer","805.02"
"9/25/2023","Transfer","1366.74"
"7/6/2023","Transfer","3531.62"
"7/6/2023","Withdrawal","2378.48"
"2/13/2023","Transfer","174.29"
"6/15/2023","Transfer","783.62"
"6/2/2023","Deposit","1845.95"
"6/1/2023","Deposit","2104.67"
"4/7/2023","Withdrawal","325.1"
"7/8/2023","Deposit","614.09"
"5/17/2023","Deposit","1318.34"
"8/5/2023","Withdrawal","4184.91"
"12/6/2023","Transfer","1053.9"
"10/31/2023","Deposit","1141.71"
"7/28/2023","Deposit","2477.68"
"2/21/2023","Withdrawal","4458.43"
"7/17/2023","Deposit","2645.66"
"2/5/2023","Deposit","406"
"4/15/2023","Transfer","940.33"
"12/26/2023","Withdrawal","4280.45"
"1/12/2023","Transfer","4385.02"
